transaction_id,amount,transaction_hour,merchant_category,device_type,location,failed_attempts,account_age_days,is_fraud,iqr_anomaly
TXN005823,38.95,13,Other,Web,Mumbai,0,2094,0,0
TXN005824,624.09,20,Entertainment,Android,Mumbai,0,1638,0,0
TXN005825,72.51,12,Bills,Web,Bangalore,0,2750,0,0
TXN005826,19.9,3,Other,iOS,Delhi,0,2554,0,0
TXN005827,130.21,19,Bills,Android,Chennai,1,1786,0,0
TXN005828,154.66,19,Entertainment,iOS,Pune,0,723,0,0
TXN005829,179.96,10,Travel,Android,Bangalore,0,1417,0,0
TXN005830,760.94,17,Food,iOS,Mumbai,0,2696,0,1
TXN005831,111.75,0,Entertainment,iOS,Mumbai,1,2979,0,0
TXN005832,128.57,11,Other,iOS,Pune,2,977,0,0
TXN005833,39.5,17,Bills,Android,Pune,1,2890,0,0
TXN005834,397.29,6,Travel,iOS,Pune,0,798,0,0
TXN005835,185.15,11,Entertainment,Android,Hyderabad,0,2925,0,0
TXN005836,89.65,0,Food,Web,Chennai,0,2896,0,0
TXN005837,15.1,21,Travel,iOS,Pune,0,424,0,0
TXN005838,839.91,3,Other,Android,Pune,1,819,0,1
TXN005839,34.01,17,Bills,Android,Bangalore,4,1727,0,0
TXN005840,73.0,14,Shopping,iOS,Delhi,0,926,0,0
TXN005841,228.15,2,Food,Android,Hyderabad,0,2410,0,0
TXN005842,35.31,6,Travel,iOS,Chennai,3,395,1,0
TXN005843,24.72,5,Entertainment,Android,Hyderabad,0,846,0,0
TXN005844,11.6,14,Entertainment,iOS,Pune,2,2583,0,0
TXN005845,352.55,14,Travel,Android,Delhi,0,1735,0,0
TXN005846,77.15,5,Entertainment,Android,Pune,1,633,1,0
TXN005847,4977.7,7,Travel,Web,Mumbai,1,259,0,1
TXN005848,45.01,7,Food,iOS,Pune,0,2939,0,0
TXN005849,49.12,21,Entertainment,Android,Bangalore,0,1815,0,0
TXN005850,75.3,0,Food,Web,Bangalore,1,2305,0,0
TXN005851,198.69,12,Bills,Android,Delhi,0,1761,0,0
TXN005852,84.42,22,Bills,iOS,Pune,1,961,0,0
TXN005853,309.45,23,Bills,Android,Bangalore,0,725,0,0
TXN005854,45.86,20,Bills,Android,Bangalore,1,1634,0,0
TXN005855,28.28,12,Entertainment,Android,Pune,1,1099,0,0
TXN005856,17.15,10,Travel,Android,Hyderabad,1,44,1,0
TXN005857,10.3,3,Entertainment,iOS,Delhi,1,1396,0,0
TXN005858,79.7,6,Other,iOS,Hyderabad,0,165,0,0
TXN005859,103.42,11,Entertainment,Android,Bangalore,2,1687,0,0
TXN005860,69.57,12,Food,Android,Pune,0,2773,0,0
TXN005861,659.9,21,Travel,iOS,Chennai,0,1320,0,0
TXN005862,647.84,11,Shopping,Android,Pune,0,2788,0,0
TXN005863,99.31,15,Shopping,Android,Chennai,0,714,1,0
TXN005864,17.24,5,Travel,Android,Hyderabad,0,651,0,0
TXN005865,75.19,13,Shopping,Android,Mumbai,1,1852,0,0
TXN005866,72.26,18,Travel,Android,Pune,0,2252,0,0
TXN005867,67.45,15,Food,iOS,Mumbai,0,530,0,0
TXN005868,64.25,3,Food,Android,Delhi,1,1375,1,0
TXN005869,67.75,4,Entertainment,iOS,Chennai,0,905,1,0
TXN005870,93.33,8,Shopping,Android,Chennai,1,2445,0,0
TXN005871,69.22,23,Travel,iOS,Hyderabad,0,805,1,0
TXN005872,190.56,2,Food,Android,Pune,0,438,0,0
TXN005873,228.71,21,Entertainment,iOS,Bangalore,0,2862,0,0
TXN005874,49.76,9,Shopping,Android,Delhi,0,1723,0,0
TXN005875,682.17,16,Shopping,Android,Hyderabad,0,437,0,0
TXN005876,45.78,18,Shopping,iOS,Mumbai,0,2843,0,0
TXN005877,21.3,9,Food,Android,Pune,0,337,0,0
TXN005878,234.38,11,Food,iOS,Bangalore,0,92,0,0
TXN005879,55.65,22,Shopping,Web,Delhi,0,2138,0,0
TXN005880,218.23,6,Food,Android,Pune,0,536,1,0
TXN005881,8.29,17,Shopping,Android,Bangalore,0,285,0,0
TXN005882,789.14,18,Bills,Android,Mumbai,0,106,0,1
TXN005883,332.54,14,Food,iOS,Hyderabad,1,1940,0,0
TXN005884,24.52,6,Travel,Android,Hyderabad,1,119,0,0
TXN005885,25.17,11,Food,iOS,Chennai,0,394,0,0
TXN005886,1104.03,21,Shopping,iOS,Pune,1,1856,0,1
TXN005887,61.26,6,Travel,Android,Hyderabad,0,2349,0,0
TXN005888,54.54,9,Entertainment,iOS,Chennai,1,678,0,0
TXN005889,9.78,23,Travel,Android,Hyderabad,0,1328,0,0
TXN005890,97.42,21,Travel,Android,Delhi,0,1989,0,0
TXN005891,112.93,19,Food,iOS,Pune,1,69,0,0
TXN005892,350.23,9,Other,Android,Mumbai,1,2251,0,0
TXN005893,27.69,22,Travel,Android,Pune,0,1552,0,0
TXN005894,23.94,4,Travel,iOS,Pune,0,2720,0,0
TXN005895,254.97,17,Shopping,iOS,Bangalore,0,695,0,0
TXN005896,496.74,8,Food,Android,Mumbai,1,2661,0,0
TXN005897,22.52,15,Shopping,iOS,Mumbai,0,355,1,0
TXN005898,543.38,6,Food,Android,Chennai,0,754,0,0
TXN005899,155.25,9,Entertainment,iOS,Chennai,0,312,1,0
TXN005900,550.14,4,Other,iOS,Delhi,0,1347,0,0
TXN005901,136.42,6,Travel,Android,Bangalore,2,243,0,0
TXN005902,7.19,4,Food,Android,Hyderabad,0,2036,0,0
TXN005903,123.67,14,Travel,iOS,Hyderabad,1,118,1,0
TXN005904,529.63,18,Travel,iOS,Mumbai,0,1636,0,0
TXN005905,50.78,9,Bills,Android,Pune,0,1899,1,0
TXN005906,93.17,7,Shopping,Android,Delhi,0,413,0,0
TXN005907,120.14,23,Other,Android,Pune,0,1222,0,0
TXN005908,4.57,8,Food,Android,Bangalore,0,855,0,0
TXN005909,1102.81,10,Entertainment,iOS,Hyderabad,1,1978,0,1
TXN005910,50.32,21,Other,Android,Mumbai,0,464,0,0
TXN005911,272.29,1,Bills,iOS,Delhi,0,2685,0,0
TXN005912,133.75,2,Shopping,Web,Bangalore,0,348,0,0
TXN005913,671.25,12,Entertainment,Web,Pune,1,2096,0,0
TXN005914,241.6,10,Entertainment,Android,Mumbai,0,2744,0,0
TXN005915,111.95,9,Travel,iOS,Mumbai,0,1106,0,0
TXN005916,50.79,14,Shopping,Web,Pune,0,894,0,0
TXN005917,386.61,5,Bills,Android,Delhi,1,2506,0,0
TXN005918,15.67,0,Food,Android,Delhi,0,1576,0,0
TXN005919,322.17,13,Food,Web,Delhi,1,2965,1,0
TXN005920,39.69,17,Bills,Android,Delhi,0,134,0,0
TXN005921,666.97,23,Travel,Web,Bangalore,0,762,0,0
TXN005922,180.11,10,Travel,Android,Delhi,0,371,0,0
TXN005923,321.48,7,Entertainment,Android,Delhi,0,2097,0,0
TXN005924,163.76,21,Shopping,Android,Delhi,0,885,0,0
TXN005925,18.12,2,Entertainment,Android,Bangalore,0,1017,0,0
TXN005926,52.83,13,Food,Android,Hyderabad,1,284,0,0
TXN005927,332.58,1,Bills,Android,Mumbai,1,671,0,0
TXN005928,181.27,15,Shopping,Android,Chennai,0,453,0,0
TXN005929,612.28,5,Bills,Android,Pune,0,2223,0,0
TXN005930,240.79,0,Shopping,Android,Mumbai,0,1135,1,0
TXN005931,46.52,13,Other,iOS,Bangalore,0,2591,0,0
TXN005932,57.1,9,Food,Android,Pune,0,1868,0,0
TXN005933,167.92,5,Food,iOS,Delhi,0,1486,0,0
TXN005934,9.24,8,Other,iOS,Bangalore,1,404,0,0
TXN005935,1105.59,6,Shopping,Android,Hyderabad,0,789,0,1
TXN005936,252.17,1,Travel,Android,Chennai,0,948,0,0
TXN005937,647.06,10,Shopping,Web,Hyderabad,1,76,0,0
TXN005938,22.27,13,Food,iOS,Delhi,0,529,0,0
TXN005939,660.82,4,Bills,Android,Bangalore,0,2584,0,0
TXN005940,2159.86,8,Entertainment,iOS,Bangalore,0,1177,0,1
TXN005941,30.42,6,Bills,Android,Delhi,0,2422,0,0
TXN005942,374.53,13,Food,Android,Delhi,1,458,0,0
TXN005943,148.61,15,Bills,Android,Chennai,0,818,0,0
TXN005944,23.26,21,Travel,Android,Hyderabad,0,1484,0,0
TXN005945,268.13,15,Travel,Web,Delhi,1,1085,0,0
TXN005946,403.56,6,Shopping,iOS,Delhi,2,2063,0,0
TXN005947,72.14,9,Bills,iOS,Hyderabad,1,816,0,0
TXN005948,601.3,20,Bills,Android,Delhi,0,1199,0,0
TXN005949,20.08,5,Food,Android,Pune,0,2695,0,0
TXN005950,24.69,16,Shopping,Android,Chennai,0,2747,0,0
TXN005951,174.85,0,Shopping,Android,Chennai,0,1146,1,0
TXN005952,153.0,1,Bills,Android,Hyderabad,0,275,0,0
TXN005953,62.81,13,Entertainment,iOS,Mumbai,1,1714,0,0
TXN005954,392.1,3,Bills,Android,Chennai,1,333,0,0
TXN005955,280.64,8,Bills,Web,Bangalore,1,2054,0,0
TXN005956,415.62,22,Bills,Web,Bangalore,0,479,0,0
TXN005957,128.03,5,Travel,iOS,Mumbai,2,970,0,0
TXN005958,305.85,16,Other,iOS,Chennai,1,563,0,0
TXN005959,86.94,20,Shopping,Android,Delhi,0,2645,0,0
TXN005960,1745.13,10,Other,Android,Pune,1,2501,0,1
TXN005961,55.98,3,Travel,Web,Mumbai,0,2115,0,0
TXN005962,1856.33,20,Entertainment,iOS,Delhi,0,2608,0,1
TXN005963,154.76,8,Food,Android,Pune,0,2682,1,0
TXN005964,28.49,15,Entertainment,iOS,Bangalore,0,1935,0,0
TXN005965,766.39,2,Shopping,Web,Pune,0,911,0,1
TXN005966,172.62,3,Food,Android,Mumbai,0,2292,0,0
TXN005967,412.13,23,Other,Android,Chennai,0,982,0,0
TXN005968,644.6,2,Entertainment,Web,Bangalore,0,2333,0,0
TXN005969,222.64,12,Shopping,Android,Chennai,3,1559,0,0
TXN005970,72.92,18,Entertainment,Android,Delhi,0,1485,0,0
TXN005971,478.6,20,Food,Android,Chennai,1,1528,0,0
TXN005972,148.55,0,Food,iOS,Pune,1,586,0,0
TXN005973,337.99,22,Entertainment,iOS,Mumbai,1,2292,0,0
TXN005974,11.2,22,Travel,Android,Delhi,0,2393,0,0
TXN005975,253.76,5,Entertainment,Android,Mumbai,1,802,0,0
TXN005976,68.97,21,Other,Android,Pune,0,943,0,0
TXN005977,1079.2,2,Entertainment,Android,Delhi,0,1018,0,1
TXN005978,313.47,2,Entertainment,Android,Mumbai,1,1019,0,0
TXN005979,197.91,15,Travel,Android,Bangalore,0,1562,0,0
TXN005980,266.02,9,Bills,Android,Mumbai,0,2052,0,0
TXN005981,44.78,16,Food,Web,Bangalore,1,1694,0,0
TXN005982,1040.97,6,Other,Android,Pune,1,1221,0,1
TXN005983,1619.13,12,Shopping,Android,Hyderabad,0,980,0,1
TXN005984,237.82,10,Food,Android,Chennai,0,2820,0,0
TXN005985,1000.73,9,Food,iOS,Delhi,0,892,1,1
TXN005986,74.97,6,Bills,Android,Chennai,0,1220,0,0
TXN005987,57.02,23,Food,Android,Pune,0,1660,0,0
TXN005988,155.88,5,Food,iOS,Bangalore,0,2072,0,0
TXN005989,250.12,23,Travel,Web,Bangalore,0,617,0,0
TXN005990,92.5,0,Travel,iOS,Bangalore,0,2998,0,0
TXN005991,282.96,16,Travel,Android,Mumbai,0,1300,0,0
TXN005992,214.36,11,Travel,Android,Chennai,0,712,0,0
TXN005993,44.79,3,Travel,iOS,Bangalore,0,1357,0,0
TXN005994,276.59,2,Other,Android,Hyderabad,1,1534,0,0
TXN005995,418.31,5,Shopping,Android,Pune,0,323,0,0
TXN005996,182.32,15,Bills,Web,Bangalore,0,887,0,0
TXN005997,591.81,12,Entertainment,iOS,Chennai,0,2869,0,0
TXN005998,34.44,8,Other,iOS,Bangalore,0,283,0,0
TXN005999,260.22,10,Travel,iOS,Bangalore,0,2825,1,0
TXN006000,36.44,19,Bills,iOS,Delhi,0,2521,0,0
TXN006001,38.98,20,Entertainment,iOS,Bangalore,1,942,0,0
TXN006002,69.61,12,Food,Android,Chennai,1,1218,0,0
TXN006003,47.92,22,Other,Web,Pune,0,2348,0,0
TXN006004,76.89,18,Food,Android,Delhi,0,1841,0,0
TXN006005,114.78,2,Bills,iOS,Delhi,0,699,0,0
TXN006006,405.28,11,Shopping,Android,Bangalore,0,941,0,0
TXN006007,100.95,18,Shopping,Android,Bangalore,0,1609,0,0
TXN006008,22.14,7,Bills,iOS,Hyderabad,0,1752,0,0
TXN006009,582.94,13,Shopping,Android,Chennai,1,188,0,0
TXN006010,54.35,21,Shopping,iOS,Pune,0,2836,0,0
TXN006011,138.32,8,Food,iOS,Chennai,1,1350,0,0
TXN006012,253.62,23,Shopping,Android,Mumbai,0,2584,0,0
TXN006013,188.58,16,Shopping,Android,Pune,0,1641,1,0
TXN006014,551.71,5,Bills,Android,Mumbai,1,415,0,0
TXN006015,263.7,3,Shopping,iOS,Chennai,1,1573,0,0
TXN006016,52.8,3,Other,Android,Bangalore,2,1131,0,0
TXN006017,2026.92,18,Travel,Android,Delhi,0,1672,0,1
TXN006018,187.39,11,Travel,Android,Hyderabad,0,1093,0,0
TXN006019,124.36,1,Bills,iOS,Bangalore,0,2694,0,0
TXN006020,471.87,16,Travel,iOS,Pune,0,2742,0,0
TXN006021,200.2,14,Food,Android,Pune,1,2395,0,0
TXN006022,239.62,9,Other,iOS,Delhi,1,1623,0,0
TXN006023,2953.13,2,Other,iOS,Pune,1,1380,1,1
TXN006024,106.68,19,Bills,iOS,Chennai,0,203,0,0
TXN006025,101.36,3,Shopping,Android,Pune,0,388,0,0
TXN006026,170.7,21,Travel,iOS,Bangalore,1,1719,0,0
TXN006027,536.9,0,Food,Android,Pune,1,839,0,0
TXN006028,24.34,0,Bills,iOS,Hyderabad,0,2645,0,0
TXN006029,14.03,17,Bills,iOS,Pune,0,972,1,0
TXN006030,73.37,3,Shopping,iOS,Mumbai,0,463,0,0
TXN006031,20.89,22,Entertainment,Android,Delhi,0,458,0,0
TXN006032,89.14,21,Travel,iOS,Bangalore,0,1974,0,0
TXN006033,271.24,14,Food,Android,Hyderabad,0,2385,0,0
TXN006034,50.96,22,Bills,Android,Bangalore,0,1711,0,0
TXN006035,26.78,20,Travel,Android,Chennai,1,1444,0,0
TXN006036,161.29,21,Food,iOS,Delhi,0,307,0,0
TXN006037,417.82,9,Other,Android,Chennai,1,2451,0,0
TXN006038,19.41,16,Other,Android,Pune,2,197,0,0
TXN006039,397.14,21,Food,Android,Chennai,2,1489,0,0
TXN006040,395.74,11,Other,iOS,Pune,0,2447,0,0
TXN006041,466.33,19,Bills,iOS,Mumbai,1,2905,0,0
TXN006042,640.45,11,Travel,iOS,Chennai,0,2662,0,0
TXN006043,2084.78,15,Food,Android,Hyderabad,0,2456,0,1
TXN006044,96.8,4,Bills,Web,Delhi,0,2154,0,0
TXN006045,169.27,15,Travel,iOS,Mumbai,2,598,0,0
TXN006046,90.04,16,Travel,iOS,Bangalore,0,2176,0,0
TXN006047,148.77,22,Bills,iOS,Chennai,1,2240,1,0
TXN006048,933.97,14,Travel,Web,Bangalore,0,1328,0,1
TXN006049,29.55,12,Entertainment,iOS,Mumbai,0,2994,0,0
TXN006050,52.81,7,Food,Android,Bangalore,0,2474,0,0
TXN006051,774.81,20,Food,Android,Hyderabad,0,2866,0,1
TXN006052,504.74,1,Travel,iOS,Mumbai,1,373,0,0
TXN006053,95.99,7,Bills,iOS,Delhi,1,572,0,0
TXN006054,413.76,9,Shopping,iOS,Delhi,0,1083,0,0
TXN006055,223.51,6,Other,Android,Delhi,0,2613,1,0
TXN006056,898.14,9,Travel,Android,Delhi,1,2685,0,1
TXN006057,162.29,3,Shopping,iOS,Mumbai,0,183,0,0
TXN006058,508.14,10,Travel,iOS,Mumbai,0,2947,0,0
TXN006059,3534.81,8,Shopping,iOS,Pune,1,2958,0,1
TXN006060,304.21,3,Travel,Android,Mumbai,0,1945,0,0
TXN006061,157.46,2,Bills,Android,Chennai,1,361,0,0
TXN006062,353.17,10,Other,Android,Pune,0,2484,0,0
TXN006063,95.74,2,Shopping,Android,Mumbai,1,155,0,0
TXN006064,2605.97,17,Entertainment,Android,Mumbai,0,1337,0,1
TXN006065,184.21,18,Bills,iOS,Mumbai,2,2670,0,0
TXN006066,106.96,13,Other,Web,Delhi,1,1900,0,0
TXN006067,54.44,23,Travel,Android,Hyderabad,1,2520,0,0
TXN006068,553.72,10,Shopping,iOS,Delhi,1,1874,0,0
TXN006069,420.16,23,Other,iOS,Pune,1,191,0,0
TXN006070,81.71,1,Food,Web,Hyderabad,0,1414,0,0
TXN006071,296.41,1,Bills,Web,Hyderabad,1,159,0,0
TXN006072,24.28,1,Shopping,Android,Hyderabad,0,2358,0,0
TXN006073,185.3,9,Bills,Android,Pune,0,1909,0,0
TXN006074,255.52,22,Shopping,Android,Pune,1,2940,1,0
TXN006075,1151.47,14,Food,iOS,Delhi,0,1505,0,1
TXN006076,58.85,21,Entertainment,iOS,Chennai,0,1187,0,0
TXN006077,32.01,11,Food,Android,Bangalore,0,924,0,0
TXN006078,50.68,10,Travel,iOS,Chennai,0,719,0,0
TXN006079,29.85,16,Bills,Android,Delhi,0,2550,0,0
TXN006080,738.03,17,Entertainment,Web,Hyderabad,0,34,0,1
TXN006081,951.81,13,Bills,Android,Bangalore,1,1875,0,1
TXN006082,217.95,16,Other,Android,Chennai,0,807,0,0
TXN006083,642.62,14,Shopping,Android,Pune,0,2159,0,0
TXN006084,174.3,11,Travel,Android,Pune,1,250,0,0
TXN006085,132.41,15,Travel,iOS,Mumbai,0,2920,0,0
TXN006086,99.52,22,Bills,Android,Pune,0,2830,0,0
TXN006087,102.26,5,Travel,iOS,Chennai,1,1659,0,0
TXN006088,23.16,1,Bills,Android,Delhi,1,904,0,0
TXN006089,203.79,1,Shopping,Android,Bangalore,0,2146,0,0
TXN006090,141.4,15,Shopping,iOS,Mumbai,0,1571,0,0
TXN006091,363.01,1,Bills,Web,Pune,0,1771,0,0
TXN006092,166.04,7,Food,Android,Pune,0,1581,0,0
TXN006093,122.09,6,Food,Web,Bangalore,0,171,0,0
TXN006094,52.17,0,Shopping,iOS,Bangalore,0,830,0,0
TXN006095,161.84,3,Entertainment,Android,Chennai,2,2581,0,0
TXN006096,359.92,10,Food,iOS,Pune,1,1410,0,0
TXN006097,37.64,19,Bills,Android,Hyderabad,0,994,0,0
TXN006098,164.84,6,Shopping,Android,Pune,0,1989,0,0
TXN006099,196.3,17,Travel,iOS,Chennai,0,2117,1,0
TXN006100,62.7,3,Travel,Android,Mumbai,0,2577,0,0
TXN006101,73.3,16,Food,Android,Delhi,0,2784,0,0
TXN006102,195.73,10,Entertainment,Android,Pune,0,1023,1,0
TXN006103,38.09,10,Other,iOS,Chennai,0,2587,1,0
TXN006104,225.86,19,Food,iOS,Hyderabad,1,2322,0,0
TXN006105,50.68,10,Entertainment,Android,Hyderabad,0,291,0,0
TXN006106,531.35,14,Food,iOS,Chennai,0,2021,0,0
TXN006107,2453.8,13,Travel,Android,Mumbai,0,572,1,1
TXN006108,52.83,16,Entertainment,iOS,Hyderabad,0,2111,0,0
TXN006109,281.76,1,Travel,Web,Hyderabad,0,517,0,0
TXN006110,62.05,17,Bills,iOS,Pune,0,1810,0,0
TXN006111,517.57,15,Bills,Android,Pune,0,1888,1,0
TXN006112,32.51,11,Shopping,iOS,Mumbai,0,2547,0,0
TXN006113,264.2,9,Travel,Android,Mumbai,0,2857,0,0
TXN006114,52.06,15,Travel,iOS,Mumbai,1,2371,0,0
TXN006115,115.77,2,Shopping,Android,Mumbai,1,2288,0,0
TXN006116,43.07,7,Bills,Android,Chennai,0,916,0,0
TXN006117,398.15,21,Bills,Android,Chennai,0,917,0,0
TXN006118,54.36,21,Entertainment,Android,Bangalore,1,408,0,0
TXN006119,287.83,23,Entertainment,iOS,Bangalore,1,1812,1,0
TXN006120,98.21,1,Other,iOS,Bangalore,0,2410,0,0
TXN006121,129.36,21,Bills,Android,Hyderabad,0,306,0,0
TXN006122,177.2,0,Other,Android,Mumbai,0,2667,0,0
TXN006123,59.49,13,Food,Android,Chennai,0,1729,0,0
TXN006124,191.03,3,Travel,iOS,Chennai,1,527,0,0
TXN006125,931.13,3,Entertainment,Android,Mumbai,0,1444,0,1
TXN006126,58.34,8,Food,Android,Bangalore,0,2154,0,0
TXN006127,605.57,2,Entertainment,Android,Pune,0,2496,1,0
TXN006128,895.8,4,Shopping,iOS,Hyderabad,0,2766,0,1
TXN006129,55.74,0,Travel,Android,Chennai,2,638,0,0
TXN006130,25.89,21,Other,Android,Delhi,0,1296,0,0
TXN006131,213.23,18,Other,iOS,Hyderabad,1,2571,0,0
TXN006132,76.95,0,Entertainment,Android,Hyderabad,1,388,0,0
TXN006133,1397.34,9,Bills,Android,Bangalore,0,280,0,1
TXN006134,154.74,21,Other,Android,Mumbai,0,2869,0,0
TXN006135,56.68,11,Shopping,Web,Delhi,0,307,0,0
TXN006136,37.47,9,Shopping,Android,Bangalore,0,200,0,0
TXN006137,548.88,1,Bills,Android,Mumbai,1,1232,0,0
TXN006138,74.78,15,Shopping,Android,Delhi,0,1549,0,0
TXN006139,156.43,7,Travel,iOS,Pune,1,2766,0,0
TXN006140,467.3,13,Entertainment,Android,Pune,0,2571,0,0
TXN006141,83.0,14,Shopping,iOS,Chennai,1,405,0,0
TXN006142,140.45,15,Travel,iOS,Delhi,1,307,0,0
TXN006143,145.49,10,Bills,Web,Bangalore,1,2412,0,0
TXN006144,336.97,11,Entertainment,iOS,Delhi,1,1071,0,0
TXN006145,301.54,1,Bills,Android,Delhi,1,2377,1,0
TXN006146,113.96,3,Entertainment,Android,Delhi,0,138,0,0
TXN006147,160.19,2,Shopping,Android,Chennai,2,1085,0,0
TXN006148,95.0,8,Shopping,iOS,Pune,0,1495,0,0
TXN006149,25.2,17,Entertainment,iOS,Pune,0,1109,0,0
TXN006150,202.17,18,Travel,iOS,Mumbai,0,1793,0,0
TXN006151,1437.46,6,Travel,Android,Delhi,0,2524,1,1
TXN006152,51.39,3,Travel,iOS,Hyderabad,0,2569,0,0
TXN006153,58.7,5,Food,Web,Bangalore,1,630,0,0
TXN006154,52.2,18,Other,Web,Hyderabad,3,918,0,0
TXN006155,354.08,0,Other,iOS,Mumbai,0,161,0,0
TXN006156,254.22,15,Other,iOS,Bangalore,0,2883,1,0
TXN006157,122.7,10,Travel,Android,Mumbai,1,1291,0,0
TXN006158,49.32,21,Shopping,Android,Bangalore,0,279,1,0
TXN006159,165.81,3,Food,Android,Pune,0,1095,0,0
TXN006160,22.7,17,Travel,Android,Pune,0,1026,0,0
TXN006161,176.29,22,Shopping,Android,Hyderabad,1,260,0,0
TXN006162,422.35,4,Food,iOS,Hyderabad,1,1939,0,0
TXN006163,33.07,21,Shopping,iOS,Chennai,1,857,0,0
TXN006164,23.59,5,Entertainment,Android,Mumbai,1,433,0,0
TXN006165,987.65,1,Shopping,Android,Hyderabad,1,2268,1,1
TXN006166,71.23,11,Food,Android,Bangalore,0,156,0,0
TXN006167,580.06,21,Travel,Android,Delhi,0,1698,0,0
TXN006168,123.37,8,Other,Android,Delhi,0,2454,0,0
TXN006169,122.2,19,Food,Web,Delhi,0,2875,0,0
TXN006170,251.16,11,Travel,Android,Chennai,0,604,0,0
TXN006171,51.38,12,Travel,Android,Hyderabad,0,269,0,0
TXN006172,173.99,21,Bills,Android,Mumbai,0,1496,0,0
TXN006173,93.9,22,Entertainment,iOS,Mumbai,0,308,0,0
TXN006174,30.43,16,Bills,iOS,Chennai,0,2647,0,0
TXN006175,222.51,4,Other,Android,Bangalore,0,717,0,0
TXN006176,108.21,19,Food,Web,Pune,0,2832,0,0
TXN006177,122.92,12,Bills,iOS,Hyderabad,0,1443,0,0
TXN006178,34.74,12,Other,Android,Hyderabad,0,392,0,0
TXN006179,1001.93,9,Travel,Android,Bangalore,0,203,0,1
TXN006180,424.99,14,Food,Android,Bangalore,0,884,0,0
TXN006181,472.0,14,Bills,Android,Hyderabad,2,2334,0,0
TXN006182,102.87,17,Shopping,iOS,Hyderabad,0,2177,0,0
TXN006183,18.63,17,Other,Android,Delhi,0,2564,0,0
TXN006184,1546.12,1,Other,Android,Mumbai,0,1401,1,1
TXN006185,137.92,22,Entertainment,Android,Delhi,0,2622,0,0
TXN006186,60.43,10,Shopping,Android,Delhi,0,1205,0,0
TXN006187,244.73,12,Food,iOS,Mumbai,0,2659,0,0
TXN006188,602.17,10,Bills,Android,Chennai,0,2731,0,0
TXN006189,144.36,3,Travel,Android,Pune,0,2323,0,0
TXN006190,688.35,14,Bills,iOS,Chennai,1,125,0,0
TXN006191,544.35,21,Food,Android,Chennai,0,368,0,0
TXN006192,40.79,22,Food,Android,Chennai,0,1507,0,0
TXN006193,66.12,10,Food,Android,Bangalore,0,1137,0,0
TXN006194,468.27,17,Food,Android,Delhi,0,154,0,0
TXN006195,5.73,15,Other,Android,Bangalore,0,2417,0,0
TXN006196,124.05,9,Bills,Android,Bangalore,0,680,0,0
TXN006197,26.66,11,Shopping,Android,Mumbai,0,1562,0,0
TXN006198,83.78,12,Travel,iOS,Chennai,0,2749,0,0
TXN006199,103.69,8,Travel,Android,Hyderabad,1,1466,0,0
TXN006200,96.55,20,Entertainment,Web,Chennai,0,168,0,0
TXN006201,76.5,12,Other,Android,Delhi,1,462,1,0
TXN006202,39.78,5,Food,iOS,Bangalore,0,1009,0,0
TXN006203,2322.25,5,Food,iOS,Delhi,0,2155,0,1
TXN006204,1395.43,10,Food,Android,Bangalore,0,2808,0,1
TXN006205,36.8,18,Other,iOS,Bangalore,0,733,0,0
TXN006206,990.83,10,Shopping,iOS,Bangalore,0,2455,0,1
TXN006207,91.89,9,Food,Android,Hyderabad,0,1987,0,0
TXN006208,173.3,22,Entertainment,Web,Chennai,0,1241,0,0
TXN006209,137.56,14,Entertainment,Android,Bangalore,1,2785,0,0
TXN006210,67.24,12,Shopping,Android,Mumbai,0,1444,0,0
TXN006211,483.29,22,Other,iOS,Pune,1,1915,0,0
TXN006212,172.62,7,Food,Android,Pune,1,1639,0,0
TXN006213,83.78,4,Bills,iOS,Bangalore,1,932,0,0
TXN006214,31.02,1,Bills,iOS,Chennai,0,2892,0,0
TXN006215,50.79,15,Travel,Web,Chennai,1,2220,0,0
TXN006216,20.7,12,Shopping,Android,Hyderabad,0,1860,0,0
TXN006217,150.61,18,Bills,Web,Bangalore,0,1091,0,0
TXN006218,35.3,8,Travel,Android,Mumbai,1,1089,0,0
TXN006219,107.91,14,Entertainment,Android,Hyderabad,0,144,0,0
TXN006220,768.26,5,Travel,Android,Hyderabad,0,543,0,1
TXN006221,625.88,7,Food,iOS,Bangalore,0,340,0,0
TXN006222,142.77,23,Food,Android,Bangalore,0,1819,0,0
TXN006223,133.69,13,Entertainment,iOS,Hyderabad,0,1279,0,0
TXN006224,1416.37,4,Shopping,Android,Hyderabad,0,874,0,1
TXN006225,277.25,16,Other,Android,Hyderabad,0,54,0,0
TXN006226,100.15,21,Food,Web,Delhi,0,811,0,0
TXN006227,26.81,6,Food,Android,Hyderabad,0,2566,0,0
TXN006228,238.09,8,Travel,Android,Chennai,1,1446,0,0
TXN006229,401.49,15,Travel,iOS,Pune,2,1230,0,0
TXN006230,69.55,17,Travel,Android,Mumbai,0,403,0,0
TXN006231,210.49,12,Bills,iOS,Mumbai,1,704,1,0
TXN006232,95.94,17,Entertainment,Android,Pune,1,2803,0,0
TXN006233,119.0,9,Shopping,Android,Bangalore,2,1314,0,0
TXN006234,7.5,0,Travel,Android,Hyderabad,0,265,0,0
TXN006235,113.73,20,Shopping,Android,Mumbai,0,1515,0,0
TXN006236,474.97,17,Travel,iOS,Mumbai,1,686,0,0
